date,dongbu_discharge_m3_day,haeundae_sewage_discharge_m3_day
2026-04-21,71750.0,37655
2026-04-22,70640.0,37280
2026-04-23,71570.0,37657
2026-04-24,70700.0,38015
2026-04-25,71500.0,38383
2026-04-26,71830.0,38749
2026-04-27,70500.0,38457
2026-04-28,70720.0,37248
2026-04-29,69800.0,37117
2026-04-30,72200.0,37966
2026-05-01,84770.0,43849
2026-05-02,75510.0,39643
2026-05-03,84610.0,46645
2026-05-04,76530.0,40782
2026-05-05,76380.0,39473
2026-05-06,70860.0,38375
2026-05-07,69420.0,38593
2026-05-08,70040.0,37754
2026-05-09,70340.0,38989
2026-05-10,71880.0,38891
2026-05-11,68400.0,38766
2026-05-12,67470.0,37677
2026-05-13,69790.0,38040
2026-05-14,71800.0,38232
2026-05-15,72930.0,38491
2026-05-16,74010.0,39176
2026-05-17,76020.0,40467
2026-05-18,73090.0,38589
2026-05-19,72490.0,38382
2026-05-20,87490.0,43528
2026-05-21,95920.0,48233
2026-05-22,80060.0,39763
2026-05-23,75780.0,38972
2026-05-24,74740.0,38858
2026-05-25,73324.0,41962
2026-05-26,73526.0,41825
2026-05-27,93240.0,56429
2026-05-28,90850.0,43739
2026-05-29,83460.0,41096
2026-05-30,79610.0,41770
2026-05-31,80840.0,42096
2026-06-01,74980.0,39833
2026-06-02,84120.0,47156
2026-06-03,80670.0,43147
2026-06-04,78230.0,40002
2026-06-05,77320.0,40226
2026-06-06,75500.0,40133
2026-06-07,73030.0,39527
2026-06-08,72490.0,31825
2026-06-09,73020.0,38865
2026-06-10,70670.0,38907
2026-06-11,71690.0,38453
2026-06-12,72050.0,39162
2026-06-13,73480.0,39380
2026-06-14,75830.0,40728
2026-06-15,71010.0,39603
2026-06-16,74020.0,39000
2026-06-17,75810.0,39379
2026-06-18,74100.0,39481
2026-06-19,78100.0,41156
2026-06-20,99150.0,61774
2026-06-21,84750.0,43464
2026-06-22,76020.0,38430
2026-06-23,72650.0,38339
2026-06-24,76180.0,39855
2026-06-25,79450.0,39594
2026-06-26,76180.0,39241
2026-06-27,76910.0,41088
2026-06-28,77350.0,42180
2026-06-29,74280.0,40107
2026-06-30,73000.0,39636
2026-07-01,93210.0,51903
2026-07-02,94680.0,44370
2026-07-03,87500.0,42132
2026-07-04,85720.0,43004
2026-07-05,83120.0,43503
2026-07-06,80570.0,43063
2026-07-07,77060.0,41091
2026-07-08,76750.0,40965
2026-07-09,75650.0,41627
2026-07-10,77110.0,41803
2026-07-11,77950.0,43585
2026-07-12,78450.0,43700
2026-07-13,78120.0,41946
2026-07-14,79350.0,40311
2026-07-15,78970.0,42071
2026-07-16,76750.0,40438
2026-07-17,77250.0,40683
2026-07-18,78890.0,40959
2026-07-19,77870.0,41767
2026-07-20,74450.0,41269
2026-07-21,72160.0,40940
2026-07-22,71200.0,40346
2026-07-23,72030.0,40361
2026-07-24,70150.0,40389
2026-07-25,73540.0,41009
2026-07-26,73590.0,42091
2026-07-27,73670.0,40049
2026-07-28,73100.0,39781
2026-07-29,74200.0,39507
2026-07-30,75980.0,40461
2026-07-31,76100.0,40651
2026-08-01,76250.0,40744
2026-08-02,78250.0,42384
2026-08-03,74500.0,41847
2026-08-04,75900.0,40854
2026-08-05,74870.0,40263
2026-08-06,75340.0,40300
2026-08-07,77120.0,40796
2026-08-08,80520.0,42505
2026-08-09,82420.0,42716
2026-08-10,75850.0,40215
2026-08-11,78550.0,38893
2026-08-12,82500.0,39122
2026-08-13,80200.0,40196
2026-08-14,79360.0,40117
2026-08-15,79080.0,40496
2026-08-16,94320.0,51306
2026-08-17,111050.0,65182
2026-08-18,115553.0,64178
2026-08-19,92500.0,49525
2026-08-20,91800.0,47486
2026-08-21,95860.0,44758
2026-08-22,94310.0,44572
2026-08-23,94120.0,45251
2026-08-24,91250.0,43194
2026-08-25,94520.0,42986
2026-08-26,93510.0,43076
2026-08-27,95700.0,42111
2026-08-28,112800.0,55655
2026-08-29,121010.0,62335
2026-08-30,101540.0,52682
2026-08-31,121890.0,48298
2026-09-01,113940.0,45726
2026-09-02,104150.0,45609
2026-09-03,98150.0,42869
2026-09-04,95800.0,42628
2026-09-05,92100.0,43105
2026-09-06,90030.0,43387
2026-09-07,86580.0,41807
2026-09-08,79130.0,41106
2026-09-09,72310.0,39835
2026-09-10,81396.0,40583
2026-09-11,80995.0,41100
2026-09-12,82879.0,41573
2026-09-13,82844.0,42825
2026-09-14,79177.0,40140
2026-09-15,78069.0,40022
