examinDe,beachKoreanNm,examinLcDetail,distance_from_estuary_km,ecoli_max,enterococcus_max,any_exceed
2024-09-05,광안리,고마대구탕,0.5,0.5,5.0,False
2024-08-20,광안리,칠성횟집,0.5,10.0,5.0,False
2024-08-20,광안리,호텔아쿠아팰리스 삼거리 앞,0.5,0.5,0.5,False
2024-08-20,광안리,청담이상,0.5,10.0,5.0,False
2024-08-20,광안리,광안지웰에스테이트 오피스텔,0.5,0.5,0.5,False
2024-08-20,광안리,고마대구탕 ,0.5,10.0,0.5,False
2024-08-06,광안리,칠성횟집,0.5,31.0,10.0,False
2024-08-06,광안리,호텔아쿠아팰리스 삼거리 앞,0.5,86.0,1.0,False
2024-08-06,광안리,청담이상,0.5,161.0,26.0,False
2024-08-06,광안리,광안지웰에스테이트 오피스텔,0.5,359.0,141.0,True
2024-08-06,광안리,고마대구탕,0.5,315.0,49.0,False
2024-07-23,광안리,칠성횟집,0.5,20.0,0.5,False
2024-07-23,광안리,호텔아쿠아팰리스 삼거리 앞,0.5,0.5,5.0,False
2024-07-23,광안리,청담이상,0.5,0.5,0.5,False
2024-07-23,광안리,광안지웰에스테이트 오피스텔,0.5,31.0,10.0,False
2024-07-23,광안리,고마대구탕 ,0.5,0.5,5.0,False
2024-07-09,광안리,칠성횟집,0.5,128.0,1314.0,True
2024-07-09,광안리,호텔아쿠아팰리스 삼거리 앞,0.5,49.0,565.0,True
2024-07-09,광안리,청담이상,0.5,0.5,41.0,False
2024-07-09,광안리,광안지웰에스테이트 오피스텔,0.5,5.0,52.0,False
2024-07-09,광안리,고마대구탕,0.5,10.0,231.0,True
2024-07-02,광안리,칠성횟집,0.5,237.0,2014.0,True
2024-07-02,광안리,호텔아쿠아팰리스 삼거리 앞 ,0.5,61.0,529.0,True
2024-07-02,광안리,청담이상,0.5,10.0,85.0,False
2024-07-02,광안리,광안지웰에스테이트 오피스텔,0.5,107.0,480.0,True
2024-07-02,광안리,마대구탕,0.5,292.0,1918.0,True
2024-06-05,광안리,칠성횟집,0.5,0.5,10.0,False
2024-06-05,광안리,호텔아쿠아팰리스 삼거리 앞,0.5,0.5,0.5,False
2024-06-05,광안리,청담이상,0.5,10.0,0.5,False
2024-06-05,광안리,광안지웰에스테이트 오피스텔,0.5,0.5,20.0,False
2024-06-05,광안리,고마대구탕,0.5,0.5,0.5,False
2025-09-11,광안리,칠성횟집,0.5,249.0,38.0,False
2025-09-11,광안리,칠성횟집,0.5,305.0,119.0,True
2025-09-11,광안리,호텔아쿠아펠리스 삼거리,0.5,414.0,38.0,False
2025-09-11,광안리,호텔아쿠아펠리스 삼거리,0.5,350.0,49.0,False
2025-09-11,광안리,청담이상,0.5,156.0,61.0,False
2025-09-11,광안리,청담이상,0.5,389.0,61.0,False
2025-09-11,광안리,광안지웰에스테이트 오피스텔,0.5,395.0,60.0,False
2025-09-11,광안리,광안지웰에스테이트 오피스텔,0.5,309.0,49.0,False
2025-09-11,광안리,고마대구탕,0.5,355.0,86.0,False
2025-09-11,광안리,고마대구탕,0.5,384.0,66.0,False
2025-08-27,광안리,칠성횟집,0.5,63.0,10.0,False
2025-08-27,광안리,칠성횟집,0.5,41.0,21.0,False
2025-08-27,광안리,호텔아쿠아펠리스 삼거리 ,0.5,0.5,21.0,False
2025-08-27,광안리,호텔아쿠아펠리스 삼거리 ,0.5,10.0,5.0,False
2025-08-27,광안리,청담이상,0.5,0.5,38.0,False
