지점,지점명,일시,평균 풍속(m/s),최대 순간 풍속 풍향(deg)
923,기장,2022-11-02,1.8,303.9
923,기장,2022-11-03,1.6,280.1
923,기장,2022-11-04,1.7,329.1
923,기장,2022-11-05,1.9,309.7
923,기장,2022-11-06,2.1,184
923,기장,2022-11-07,2,183.4
923,기장,2022-11-08,2,181.8
923,기장,2022-11-09,1.8,189.9
923,기장,2022-11-10,1.5,164.9
923,기장,2022-11-11,2.1,22.6
923,기장,2022-11-12,2.1,221
923,기장,2022-11-13,2.7,251.6
923,기장,2022-11-14,1.7,56.5
923,기장,2022-11-15,1.7,191.4
923,기장,2022-11-16,1.9,268.1
923,기장,2022-11-17,1.6,331.9
923,기장,2022-11-18,2.3,97.6
923,기장,2022-11-19,2.5,121.2
923,기장,2022-11-20,2,42.6
923,기장,2022-11-21,1.6,315.2
923,기장,2022-11-22,2,120.8
923,기장,2022-11-23,1.6,23.4
923,기장,2022-11-24,1.9,82.8
923,기장,2022-11-25,2.2,228.4
923,기장,2022-11-26,1.4,171.4
923,기장,2022-11-27,1.9,53.4
923,기장,2022-11-28,1.9,253.1
923,기장,2022-11-29,1.8,226.4
923,기장,2022-11-30,2.3,295.3
923,기장,2022-12-01,1.6,293.9
923,기장,2022-12-02,1.8,245.9
923,기장,2022-12-03,1.8,275.4
923,기장,2022-12-04,1.8,25.6
923,기장,2022-12-05,1.7,41.4
923,기장,2022-12-06,1.7,286.2
923,기장,2022-12-07,1.6,295.8
923,기장,2022-12-08,1.9,304.5
923,기장,2022-12-09,1.8,332.1
923,기장,2022-12-10,1.7,340.2
923,기장,2022-12-11,2.1,67.7
923,기장,2022-12-12,1.9,37.8
923,기장,2022-12-13,2.2,283.6
923,기장,2022-12-14,2.2,329.5
923,기장,2022-12-15,1.6,269.8
923,기장,2022-12-16,1.4,21.9
923,기장,2022-12-17,2.2,330.4
923,기장,2022-12-18,2.4,314
923,기장,2022-12-19,2,283.1
923,기장,2022-12-20,1.8,290.2
923,기장,2022-12-21,1.8,315.5
923,기장,2022-12-22,2.8,296.8
923,기장,2022-12-23,4.3,290.6
923,기장,2022-12-24,1.8,334.1
923,기장,2022-12-25,2.5,294.9
923,기장,2022-12-26,2.2,306.5
923,기장,2022-12-27,2.1,300.2
923,기장,2022-12-28,2,305.9
923,기장,2022-12-29,1.3,304
923,기장,2022-12-30,1.7,291.8
923,기장,2022-12-31,1.6,207.3
923,기장,2023-01-01,1.4,285.5
923,기장,2023-01-02,2.2,320.3
923,기장,2023-01-03,1.7,266.4
923,기장,2023-01-04,1.9,100.7
923,기장,2023-01-05,1.8,297.1
923,기장,2023-01-06,1.8,256.3
923,기장,2023-01-07,1.8,288.9
923,기장,2023-01-08,1.9,264
923,기장,2023-01-09,1.8,292.2
923,기장,2023-01-10,2.1,59.1
923,기장,2023-01-11,1.7,228.8
923,기장,2023-01-12,1.4,185.8
923,기장,2023-01-13,1.7,190
923,기장,2023-01-14,2.5,49.9
923,기장,2023-01-15,1.7,34
923,기장,2023-01-16,1.8,294.9
923,기장,2023-01-17,1.8,310.3
923,기장,2023-01-18,1.5,298.1
923,기장,2023-01-19,1.6,293.2
923,기장,2023-01-20,2.2,266
923,기장,2023-01-21,2.2,306.8
923,기장,2023-01-22,2.1,59.2
923,기장,2023-01-23,2.2,26.4
923,기장,2023-01-24,3.7,271.9
923,기장,2023-01-25,1.7,294.1
923,기장,2023-01-26,1.7,287
923,기장,2023-01-27,2.7,309.6
923,기장,2023-01-28,2.1,264.5
923,기장,2023-01-29,2.1,295.9
923,기장,2023-01-30,1.9,290.6
923,기장,2023-01-31,2.2,248.6
923,기장,2023-02-01,2.1,299.6
923,기장,2023-02-02,1.8,15.3
923,기장,2023-02-03,1.8,15.1
923,기장,2023-02-04,1.7,261.3
923,기장,2023-02-05,1.9,212.5
923,기장,2023-02-06,1.8,331.2
923,기장,2023-02-07,2.6,102
923,기장,2023-02-08,1.7,87.3
923,기장,2023-02-09,2.6,51.8
923,기장,2023-02-10,2.3,72.1
923,기장,2023-02-11,1.7,25.4
923,기장,2023-02-12,2.4,46.3
923,기장,2023-02-13,3,52.2
923,기장,2023-02-14,2.4,102
923,기장,2023-02-15,2.7,66.6
923,기장,2023-02-16,1.6,39.6
923,기장,2023-02-17,1.1,192.4
923,기장,2023-02-18,.8,198.6
923,기장,2023-02-19,2,260.9
923,기장,2023-02-20,2.2,293.1
923,기장,2023-02-21,2.2,112.6
923,기장,2023-02-22,1.9,198.5
923,기장,2023-02-23,1.8,202.7
923,기장,2023-02-24,1.8,41.8
923,기장,2023-02-25,2.2,111.1
923,기장,2023-02-26,1.9,96
923,기장,2023-02-27,2.1,174.4
923,기장,2023-02-28,2.2,245.5
923,기장,2023-03-01,1.4,240.6
923,기장,2023-03-02,1.8,180
923,기장,2023-03-03,2.1,219.4
923,기장,2023-03-04,2.4,81.4
923,기장,2023-03-05,1.8,92
923,기장,2023-03-06,1.8,214.2
923,기장,2023-03-07,2,219.5
923,기장,2023-03-08,2.5,261.6
923,기장,2023-03-09,2,225.7
923,기장,2023-03-10,1.6,92
923,기장,2023-03-11,1.2,203.8
923,기장,2023-03-12,1.9,303.4
923,기장,2023-03-13,1.8,335
923,기장,2023-03-14,2.1,190.7
923,기장,2023-03-15,2.4,210.5
923,기장,2023-03-16,1.9,49.6
923,기장,2023-03-17,2.4,48.6
923,기장,2023-03-18,1.9,97.4
923,기장,2023-03-19,2,206.1
923,기장,2023-03-20,2.2,190.8
923,기장,2023-03-21,1.5,86.4
923,기장,2023-03-22,1.7,96.5
923,기장,2023-03-23,2,19.8
923,기장,2023-03-24,2.9,50.3
923,기장,2023-03-25,2.8,108.8
923,기장,2023-03-26,1.3,89.2
923,기장,2023-03-27,1.6,87.2
923,기장,2023-03-28,2.2,212.1
923,기장,2023-03-29,1.5,183.3
923,기장,2023-03-30,1.6,186.6
923,기장,2023-03-31,1.5,94.1
923,기장,2023-04-01,2.3,41.4
923,기장,2023-04-02,3.6,46.1
923,기장,2023-04-03,3.2,44.5
923,기장,2023-04-04,1.7,34.5
923,기장,2023-04-05,3,253.3
923,기장,2023-04-06,2.3,186.2
923,기장,2023-04-07,1.8,294
923,기장,2023-04-08,2.4,291.2
923,기장,2023-04-09,2.2,173.1
923,기장,2023-04-10,2.3,231.4
923,기장,2023-04-11,3.3,239.4
923,기장,2023-04-12,2.2,262.6
923,기장,2023-04-13,1.7,207.1
923,기장,2023-04-14,1.7,277.9
923,기장,2023-04-15,1.7,65.2
923,기장,2023-04-16,1.9,100.8
923,기장,2023-04-17,2.2,184.5
923,기장,2023-04-18,2.1,279.1
923,기장,2023-04-19,1.2,43
923,기장,2023-04-20,1.7,208.9
923,기장,2023-04-21,3.3,56.9
923,기장,2023-04-22,3.3,99.8
923,기장,2023-04-23,2.8,53
923,기장,2023-04-24,2.4,97.3
923,기장,2023-04-25,1.7,47.8
923,기장,2023-04-26,2.2,317.1
923,기장,2023-04-27,1.9,193.9
923,기장,2023-04-28,1.9,184.6
923,기장,2023-04-29,2.2,208.5
923,기장,2023-04-30,1.8,166
923,기장,2023-05-01,1.9,188.4
923,기장,2023-05-02,1.5,201
923,기장,2023-05-03,1.6,221.1
923,기장,2023-05-04,2,234.7
923,기장,2023-05-05,3.3,226.9
923,기장,2023-05-06,3.4,252.5
923,기장,2023-05-07,3.8,38.6
923,기장,2023-05-08,2.5,51
923,기장,2023-05-09,1.6,184.8
923,기장,2023-05-10,1.5,124.8
923,기장,2023-05-11,2.3,97.3
923,기장,2023-05-12,1.9,231
923,기장,2023-05-13,.9,305.1
923,기장,2023-05-14,1.6,194.7
923,기장,2023-05-15,1.6,191.9
923,기장,2023-05-16,1.7,279.4
923,기장,2023-05-17,1.8,236.3
923,기장,2023-05-18,1.2,103
923,기장,2023-05-19,2.7,55.2
923,기장,2023-05-20,1.9,46.6
923,기장,2023-05-21,1.5,186.9
923,기장,2023-05-22,1.3,51.1
923,기장,2023-05-23,1.9,92.9
923,기장,2023-05-24,1.4,95
923,기장,2023-05-25,1.6,217
923,기장,2023-05-26,1.5,186.7
923,기장,2023-05-27,1.7,172.7
923,기장,2023-05-28,2,257.2
923,기장,2023-05-29,1.3,55.7
923,기장,2023-05-30,1.9,90.3
923,기장,2023-05-31,2.5,32.7
923,기장,2023-06-01,.8,80.3
923,기장,2023-06-02,1.4,59
923,기장,2023-06-03,1.9,202.5
923,기장,2023-06-04,2.2,281.8
923,기장,2023-06-05,1.4,273.9
923,기장,2023-06-06,1.9,189
923,기장,2023-06-07,1.4,211.8
923,기장,2023-06-08,1.4,203.1
923,기장,2023-06-09,1.5,202.2
923,기장,2023-06-10,1.7,203.3
923,기장,2023-06-11,1,175.9
923,기장,2023-06-12,1.2,45.4
923,기장,2023-06-13,1.4,204.5
923,기장,2023-06-14,1.3,34.5
923,기장,2023-06-15,1.1,80.5
923,기장,2023-06-16,1.4,193.8
923,기장,2023-06-17,1.6,221.8
923,기장,2023-06-18,1.2,209.4
923,기장,2023-06-19,2.4,48.3
923,기장,2023-06-20,2.3,88.5
923,기장,2023-06-21,1.5,180.5
923,기장,2023-06-22,1.4,206.6
923,기장,2023-06-23,1.3,87.4
923,기장,2023-06-24,1.6,93.2
923,기장,2023-06-25,1,142
923,기장,2023-06-26,2.3,207.5
923,기장,2023-06-27,2.3,243.2
923,기장,2023-06-28,1.8,274.3
923,기장,2023-06-29,2.3,215.4
923,기장,2023-06-30,1.6,287.2
923,기장,2023-07-01,1.2,96.4
923,기장,2023-07-02,1.4,286.9
923,기장,2023-07-03,1.3,86.1
923,기장,2023-07-04,.9,184.7
923,기장,2023-07-05,1.9,223.9
923,기장,2023-07-06,1.5,257
923,기장,2023-07-07,1.4,60
923,기장,2023-07-08,.9,47.6
923,기장,2023-07-09,1.2,258.4
923,기장,2023-07-10,1.7,196.1
923,기장,2023-07-11,1.7,246.8
923,기장,2023-07-12,1.8,246.1
923,기장,2023-07-13,1.6,233
923,기장,2023-07-14,3.8,238.1
923,기장,2023-07-15,3.2,256.9
923,기장,2023-07-16,1,205.7
923,기장,2023-07-17,1.7,231
923,기장,2023-07-18,1.3,220.2
923,기장,2023-07-19,1.3,88
923,기장,2023-07-20,.8,202
923,기장,2023-07-21,1.3,91.8
923,기장,2023-07-22,1.3,191.5
923,기장,2023-07-23,2.4,218.8
923,기장,2023-07-24,2.2,237.4
923,기장,2023-07-25,1.3,220.9
923,기장,2023-07-26,1.3,205.2
923,기장,2023-07-27,1.2,200.9
923,기장,2023-07-28,.8,183.1
923,기장,2023-07-29,1.3,199
923,기장,2023-07-30,1.4,178.5
923,기장,2023-07-31,1.2,198.2
923,기장,2023-08-01,1.6,110.6
923,기장,2023-08-02,1.6,188.8
923,기장,2023-08-03,1.5,200.3
923,기장,2023-08-04,1.3,211.1
923,기장,2023-08-05,1.1,177.5
923,기장,2023-08-06,2.3,51.5
923,기장,2023-08-07,2.8,107.2
923,기장,2023-08-08,3.1,76.2
923,기장,2023-08-09,3.7,71.7
923,기장,2023-08-10,3.9,184.1
923,기장,2023-08-11,1.9,202.5
923,기장,2023-08-12,1.4,186.9
923,기장,2023-08-13,2,100.6
923,기장,2023-08-14,2.4,92
923,기장,2023-08-15,2.6,47.1
923,기장,2023-08-16,.5,50.7
923,기장,2023-08-17,1.6,110.4
923,기장,2023-08-18,1.5,47.9
923,기장,2023-08-19,.9,220.8
923,기장,2023-08-20,1.3,179.3
923,기장,2023-08-21,1.2,208.7
923,기장,2023-08-22,1.5,186.8
923,기장,2023-08-23,1.6,189.8
923,기장,2023-08-24,1.9,242.7
923,기장,2023-08-25,1.5,198.6
923,기장,2023-08-26,1.4,92.3
923,기장,2023-08-27,2.4,89.1
923,기장,2023-08-28,2.1,38.9
923,기장,2023-08-29,1.9,225
923,기장,2023-08-30,1.5,276.9
923,기장,2023-08-31,1.1,40.3
923,기장,2023-09-01,1.4,237.7
923,기장,2023-09-02,1.4,105.2
923,기장,2023-09-03,1.7,96.3
923,기장,2023-09-04,2.3,58.4
923,기장,2023-09-05,3,42.6
923,기장,2023-09-06,2.9,28.2
923,기장,2023-09-07,3.3,38.5
923,기장,2023-09-08,2.7,94.6
923,기장,2023-09-09,1.9,100.7
923,기장,2023-09-10,2.1,113.3
923,기장,2023-09-11,1.2,98.8
923,기장,2023-09-12,1.1,150.8
923,기장,2023-09-13,1.6,51.5
923,기장,2023-09-14,2,40.6
923,기장,2023-09-15,1.9,60.1
923,기장,2023-09-16,1,154.7
923,기장,2023-09-17,1.3,215.2
923,기장,2023-09-18,1.3,175.7
923,기장,2023-09-19,1.2,197.9
923,기장,2023-09-20,1.5,202.3
923,기장,2023-09-21,2.9,221
923,기장,2023-09-22,2,99.7
923,기장,2023-09-23,2.5,41.9
923,기장,2023-09-24,3.6,110.9
923,기장,2023-09-25,2.7,41.3
923,기장,2023-09-26,1.3,33.3
923,기장,2023-09-27,.8,177.8
923,기장,2023-09-28,1.3,243.9
923,기장,2023-09-29,1.2,90
923,기장,2023-09-30,1.4,272.9
923,기장,2023-10-01,1.3,308.5
923,기장,2023-10-02,1.9,42.8
923,기장,2023-10-03,2.1,25.5
923,기장,2023-10-04,1.6,175.9
923,기장,2023-10-05,1.6,302.4
923,기장,2023-10-06,1.5,82.5
923,기장,2023-10-07,2.2,97.4
923,기장,2023-10-08,2.7,41.6
923,기장,2023-10-09,2.4,30.3
923,기장,2023-10-10,2,91.3
923,기장,2023-10-11,2.7,78.5
923,기장,2023-10-12,2.5,35.2
923,기장,2023-10-13,2.1,56.5
923,기장,2023-10-14,1.7,205.2
923,기장,2023-10-15,1.6,287.4
923,기장,2023-10-16,1.4,299.8
923,기장,2023-10-17,1.8,331.8
923,기장,2023-10-18,2,250
923,기장,2023-10-19,1.3,276.4
923,기장,2023-10-20,1.7,293.9
923,기장,2023-10-21,1.9,330.1
923,기장,2023-10-22,1.7,269.5
923,기장,2023-10-23,1.9,182.5
923,기장,2023-10-24,1.6,216.8
923,기장,2023-10-25,1.5,186
923,기장,2023-10-26,1.2,293.3
923,기장,2023-10-27,2,42.4
923,기장,2023-10-28,1.7,47.7
923,기장,2023-10-29,2.1,95.9
923,기장,2023-10-30,1.7,211.2
923,기장,2023-10-31,1.7,326.4
923,기장,2023-11-01,1.5,197.7
923,기장,2023-11-02,1.3,254.1
923,기장,2023-11-03,1.6,237.6
923,기장,2023-11-04,1.6,107.6
923,기장,2023-11-05,1.1,189.6
923,기장,2023-11-06,3.5,212.7
923,기장,2023-11-07,2.3,301.2
923,기장,2023-11-08,2.1,102.7
923,기장,2023-11-09,1.7,285.8
923,기장,2023-11-10,1.6,57.5
923,기장,2023-11-11,1.9,46.3
923,기장,2023-11-12,1.5,265
923,기장,2023-11-13,1.8,264.6
923,기장,2023-11-14,1.7,341.6
923,기장,2023-11-15,1.8,311.9
923,기장,2023-11-16,1.9,252.8
923,기장,2023-11-17,2.2,295.7
923,기장,2023-11-18,2.4,266.5
923,기장,2023-11-19,1.6,330.6
923,기장,2023-11-20,1.9,108.6
923,기장,2023-11-21,1.8,194
923,기장,2023-11-22,1.4,218.1
923,기장,2023-11-23,2.5,295
923,기장,2023-11-24,2,260.2
923,기장,2023-11-25,1.9,59.7
923,기장,2023-11-26,1.7,297.2
923,기장,2023-11-27,1.7,236.5
923,기장,2023-11-28,2.3,267.5
923,기장,2023-11-29,1.5,256.5
923,기장,2023-11-30,2.1,307.6
923,기장,2023-12-01,2.1,327.2
923,기장,2023-12-02,1.8,304.9
923,기장,2023-12-03,1.5,100.1
923,기장,2023-12-04,2.1,279
923,기장,2023-12-05,1.5,91.3
923,기장,2023-12-06,2.2,249.8
923,기장,2023-12-07,2,293.8
923,기장,2023-12-08,2.4,270.9
923,기장,2023-12-09,1.8,228.4
923,기장,2023-12-10,2,37
923,기장,2023-12-11,2,96.4
923,기장,2023-12-12,3.2,37.7
923,기장,2023-12-13,2.2,45.9
923,기장,2023-12-14,2.3,52.2
923,기장,2023-12-15,1.8,96.3
923,기장,2023-12-16,2.6,310.8
923,기장,2023-12-17,1.6,68.4
923,기장,2023-12-18,.8,282.7
923,기장,2023-12-19,1,287.5
923,기장,2023-12-20,1.8,302.3
923,기장,2023-12-21,2.2,273.6
923,기장,2023-12-22,2.5,304.1
923,기장,2023-12-23,1.8,309
923,기장,2023-12-24,1.2,291.7
923,기장,2023-12-25,1.5,291.2
923,기장,2023-12-26,1.7,308
923,기장,2023-12-27,1.7,82.5
923,기장,2023-12-28,2.1,274.3
923,기장,2023-12-29,1.9,192.3
923,기장,2023-12-30,1.7,254.1
923,기장,2023-12-31,2,290.9
923,기장,2024-01-01,2.5,33.8
923,기장,2024-01-02,2.1,231.9
923,기장,2024-01-03,1.8,303.1
923,기장,2024-01-04,1.7,194
923,기장,2024-01-05,1.5,257.7
923,기장,2024-01-06,1.4,291.8
923,기장,2024-01-07,1.9,246.7
923,기장,2024-01-08,1.6,188.9
923,기장,2024-01-09,1.5,256.8
923,기장,2024-01-10,2.4,39.7
923,기장,2024-01-11,2,270.4
923,기장,2024-01-12,1.7,291.3
923,기장,2024-01-13,2.1,93.3
923,기장,2024-01-14,2.5,285.9
923,기장,2024-01-15,1.3,48.5
923,기장,2024-01-16,2.1,51.9
923,기장,2024-01-17,1.5,233
923,기장,2024-01-18,2.7,56.8
923,기장,2024-01-19,3.4,42.6
923,기장,2024-01-20,3.6,48.5
923,기장,2024-01-21,2.6,25.5
923,기장,2024-01-22,2.3,269.3
923,기장,2024-01-23,2.7,319.8
923,기장,2024-01-24,2.6,302.3
923,기장,2024-01-25,1.6,312.9
923,기장,2024-01-26,1.4,173
923,기장,2024-01-27,1.8,45.7
923,기장,2024-01-28,1.5,271.8
923,기장,2024-01-29,2.2,175
923,기장,2024-01-30,2.2,83.3
923,기장,2024-01-31,1.5,17.5
923,기장,2024-02-01,2.6,50.3
923,기장,2024-02-02,2.3,56
923,기장,2024-02-03,2.3,38.9
923,기장,2024-02-04,2.8,41.1
923,기장,2024-02-05,3.9,42.6
923,기장,2024-02-06,2,239.4
923,기장,2024-02-07,1.9,99.7
923,기장,2024-02-08,1.4,95.5
923,기장,2024-02-09,1,27.3
923,기장,2024-02-10,1.4,26
923,기장,2024-02-11,2,240.2
923,기장,2024-02-12,1.7,213.5
923,기장,2024-02-13,2.8,268.5
923,기장,2024-02-14,1.8,183.2
923,기장,2024-02-15,1.9,101.5
923,기장,2024-02-16,2.3,39.6
923,기장,2024-02-17,1.9,175.5
923,기장,2024-02-18,1.3,183
923,기장,2024-02-19,1.9,211.5
923,기장,2024-02-20,3.4,48.5
923,기장,2024-02-21,4.2,21.2
923,기장,2024-02-22,3.7,57
923,기장,2024-02-23,3.2,33.3
923,기장,2024-02-24,3.1,51.6
923,기장,2024-02-25,2.4,54.8
923,기장,2024-02-26,2.7,47.6
923,기장,2024-02-27,2.7,42.6
923,기장,2024-02-28,2.3,91.5
923,기장,2024-02-29,2,16
923,기장,2024-03-01,2,233.1
923,기장,2024-03-02,2.2,314.7
923,기장,2024-03-03,1.3,214.5
923,기장,2024-03-04,1,274.1
923,기장,2024-03-05,3.5,50.3
923,기장,2024-03-06,3.3,36.2
923,기장,2024-03-07,1.9,297.2
923,기장,2024-03-08,2.1,308.6
923,기장,2024-03-09,1.8,274.1
923,기장,2024-03-10,2.2,193.2
923,기장,2024-03-11,1.8,198.6
923,기장,2024-03-12,1.9,32.4
923,기장,2024-03-13,2.1,231.1
923,기장,2024-03-14,1.6,269.2
923,기장,2024-03-15,2.2,293.8
923,기장,2024-03-16,1.9,59.8
923,기장,2024-03-17,2,97.2
923,기장,2024-03-18,1.7,51.6
923,기장,2024-03-19,2.1,221.6
923,기장,2024-03-20,2.6,265.2
923,기장,2024-03-21,1.9,183.1
923,기장,2024-03-22,2.3,230.9
923,기장,2024-03-23,2.2,232.6
923,기장,2024-03-24,2.9,38.4
923,기장,2024-03-25,3.3,48.5
923,기장,2024-03-26,3.1,50
923,기장,2024-03-27,1.6,199.8
923,기장,2024-03-28,1.6,215.4
923,기장,2024-03-29,2.1,227.2
923,기장,2024-03-30,2,270.7
923,기장,2024-03-31,1.3,82.3
923,기장,2024-04-01,1.4,192.8
923,기장,2024-04-02,1.3,174.3
923,기장,2024-04-03,2.3,55.3
923,기장,2024-04-04,2.8,55.6
923,기장,2024-04-05,2.2,109
923,기장,2024-04-06,1.3,190.7
923,기장,2024-04-07,.9,219.6
923,기장,2024-04-08,.6,35.6
923,기장,2024-04-09,3.5,36.6
923,기장,2024-04-10,1.5,98.2
923,기장,2024-04-11,1.5,257.6
923,기장,2024-04-12,1,202.7
923,기장,2024-04-13,1,137.7
923,기장,2024-04-14,.7,150.2
923,기장,2024-04-15,.9,206.2
923,기장,2024-04-16,1.4,263.5
923,기장,2024-04-17,1.1,326.5
923,기장,2024-04-18,1.5,93.2
923,기장,2024-04-19,1.2,227.5
923,기장,2024-04-20,1.2,186.9
923,기장,2024-04-21,2.4,47.3
923,기장,2024-04-22,2.9,96.7
923,기장,2024-04-23,3.3,45.2
923,기장,2024-04-24,1.4,170.9
923,기장,2024-04-25,1.5,190.6
923,기장,2024-04-26,1,185.3
923,기장,2024-04-27,1,191.7
923,기장,2024-04-28,1.3,83.6
923,기장,2024-04-29,2.9,37.6
923,기장,2024-04-30,1.6,47.2
923,기장,2024-05-01,3.1,82.9
923,기장,2024-05-02,1.7,101.7
923,기장,2024-05-03,1,191.3
923,기장,2024-05-04,1.3,207.3
923,기장,2024-05-05,1.3,246.2
923,기장,2024-05-06,2.5,232.6
923,기장,2024-05-07,2.2,30.8
923,기장,2024-05-08,2.8,39.7
923,기장,2024-05-09,2,273.9
923,기장,2024-05-10,2.1,174.4
923,기장,2024-05-11,3.1,226.3
923,기장,2024-05-12,1.2,221.4
923,기장,2024-05-13,1.5,98.9
923,기장,2024-05-14,1.2,180
923,기장,2024-05-15,1.5,222.1
923,기장,2024-05-16,2.4,295.2
923,기장,2024-05-17,1.6,219.4
923,기장,2024-05-18,1.5,177
923,기장,2024-05-19,1,184.3
923,기장,2024-05-20,1.3,55.6
923,기장,2024-05-21,2.6,96
923,기장,2024-05-22,1.3,196.3
923,기장,2024-05-23,1.3,184.7
923,기장,2024-05-24,2.2,107.3
923,기장,2024-05-25,2.3,109.2
923,기장,2024-05-26,2.7,222.9
923,기장,2024-05-27,1.2,282.8
923,기장,2024-05-28,2.4,73.3
923,기장,2024-05-29,1.4,190.6
923,기장,2024-05-30,.5,191.8
923,기장,2024-05-31,1.2,188.9
923,기장,2024-06-01,1.1,32.5
923,기장,2024-06-02,.8,176
923,기장,2024-06-03,1.8,33.2
923,기장,2024-06-04,1.9,95.8
923,기장,2024-06-05,1.6,93.7
923,기장,2024-06-06,.8,91.4
923,기장,2024-06-07,1.1,212.1
923,기장,2024-06-08,.6,275.3
923,기장,2024-06-09,.4,110.5
923,기장,2024-06-10,.6,264.8
923,기장,2024-06-11,1.2,185.1
923,기장,2024-06-12,1,200.5
923,기장,2024-06-13,.6,166.3
923,기장,2024-06-14,.9,186.9
923,기장,2024-06-15,1.1,54
923,기장,2024-06-16,1.2,191.3
923,기장,2024-06-17,.5,218.8
923,기장,2024-06-18,1.2,186.9
923,기장,2024-06-19,1.1,180
923,기장,2024-06-20,.5,234.4
923,기장,2024-06-21,1,184.7
923,기장,2024-06-22,1.2,265.9
923,기장,2024-06-23,.9,248.9
923,기장,2024-06-24,1.4,240.5
923,기장,2024-06-25,1.1,284.1
923,기장,2024-06-26,.6,310.8
923,기장,2024-06-27,.5,182.8
923,기장,2024-06-28,1.2,210.7
923,기장,2024-06-29,1.8,236.2
923,기장,2024-06-30,2.8,224.7
923,기장,2024-07-01,1.2,189.5
923,기장,2024-07-02,1.1,188.7
923,기장,2024-07-03,2.2,241.5
923,기장,2024-07-04,1.2,206.5
923,기장,2024-07-05,1.9,260.2
923,기장,2024-07-06,2.2,248.3
923,기장,2024-07-07,2.5,246.8
923,기장,2024-07-08,1.8,249.5
923,기장,2024-07-09,.9,245.3
923,기장,2024-07-10,2.3,223.1
923,기장,2024-07-11,.9,180.5
923,기장,2024-07-12,1.1,208.5
923,기장,2024-07-13,.8,19.4
923,기장,2024-07-14,1.5,59.4
923,기장,2024-07-15,1.6,40.4
923,기장,2024-07-16,1.1,298.4
923,기장,2024-07-17,1.5,239.8
923,기장,2024-07-18,2.6,221.4
923,기장,2024-07-19,1.3,242.7
923,기장,2024-07-20,1.8,328.1
923,기장,2024-07-21,1.9,224.9
923,기장,2024-07-22,2.3,257.6
923,기장,2024-07-23,2.1,245.4
923,기장,2024-07-24,1.6,225.9
923,기장,2024-07-25,1.3,197.1
923,기장,2024-07-26,1.3,287.9
923,기장,2024-07-27,2.1,223
923,기장,2024-07-28,1.8,263.4
923,기장,2024-07-29,1.7,336.2
923,기장,2024-07-30,1.3,276
923,기장,2024-07-31,1.1,192.8
923,기장,2024-08-01,1.5,196.8
923,기장,2024-08-02,1.5,222.9
923,기장,2024-08-03,1,271.9
923,기장,2024-08-04,1.5,100.6
923,기장,2024-08-05,1.3,87.7
923,기장,2024-08-06,.6,99.4
923,기장,2024-08-07,1,195.8
923,기장,2024-08-08,1.1,39.2
923,기장,2024-08-09,1,110.8
923,기장,2024-08-10,1.2,88.4
923,기장,2024-08-11,1.6,87.5
923,기장,2024-08-12,2,95.5
923,기장,2024-08-13,2.4,98.7
923,기장,2024-08-14,2.2,91.5
923,기장,2024-08-15,2,81.7
923,기장,2024-08-16,1.8,100.5
923,기장,2024-08-17,1.2,95
923,기장,2024-08-18,1,52.5
923,기장,2024-08-19,.6,198.6
923,기장,2024-08-20,1.7,184.9
923,기장,2024-08-21,1.7,190.4
923,기장,2024-08-22,1.9,231.6
923,기장,2024-08-23,.6,207
923,기장,2024-08-24,.6,182.7
923,기장,2024-08-25,.5,85.1
923,기장,2024-08-26,,85.2
923,기장,2024-08-27,2,51
923,기장,2024-08-28,3.3,36.9
923,기장,2024-08-29,4.2,63.1
923,기장,2024-08-30,3.1,153.9
923,기장,2024-08-31,1.5,98.3
923,기장,2024-09-01,1.2,178.3
923,기장,2024-09-02,.4,16.1
923,기장,2024-09-03,2.6,43.3
923,기장,2024-09-04,2.1,44.2
923,기장,2024-09-05,.9,181
923,기장,2024-09-06,.9,32.5
923,기장,2024-09-07,.2,198.2
923,기장,2024-09-08,1,40
923,기장,2024-09-09,1.9,42.5
923,기장,2024-09-10,1.2,89.3
923,기장,2024-09-11,0,16.7
923,기장,2024-09-12,.6,57.3
923,기장,2024-09-13,.3,207.4
923,기장,2024-09-14,.3,52.7
923,기장,2024-09-15,2.2,27.6
923,기장,2024-09-16,2.4,78.9
923,기장,2024-09-17,.4,93
923,기장,2024-09-18,.5,179.2
923,기장,2024-09-19,.5,290.2
923,기장,2024-09-20,.8,210
923,기장,2024-09-21,2.2,46.4
923,기장,2024-09-22,2.8,24.6
923,기장,2024-09-23,3.2,82.3
923,기장,2024-09-24,2.4,34.3
923,기장,2024-09-25,1,45.8
923,기장,2024-09-26,.2,98.7
923,기장,2024-09-27,.9,99.8
923,기장,2024-09-28,2.1,30.9
923,기장,2024-09-29,1.9,99.5
923,기장,2024-09-30,.6,20.6
923,기장,2024-10-01,.1,289.6
923,기장,2024-10-02,.8,326.6
923,기장,2024-10-03,1.9,45.9
923,기장,2024-10-04,.6,85.5
923,기장,2024-10-05,.5,47.2
923,기장,2024-10-06,.3,41.1
923,기장,2024-10-07,0,29.5
923,기장,2024-10-08,.3,50.6
923,기장,2024-10-09,.9,91.6
923,기장,2024-10-10,.3,24.8
923,기장,2024-10-11,0,291.2
923,기장,2024-10-12,0,99.4
923,기장,2024-10-13,.4,104.1
923,기장,2024-10-14,.1,91.9
923,기장,2024-10-15,.1,216
923,기장,2024-10-16,.3,46.2
