관측소명,관측소코드,관측일시,풍향,기압(hPa),습도(%),기온(℃),수온(℃),최대파고(m),풍속(m/s),위도,경도
거제도,22104,2024-05-19,,1014.6,87.0,18.1,18.2,0.8,3.1,34.7667000000,128.9000000000
거제도,22104,2024-05-20,,1015.0,86.0,18.6,18.7,1.2,3.7,34.7667000000,128.9000000000
거제도,22104,2024-05-21,,1019.6,83.0,16.6,17.9,3.6,9.6,34.7667000000,128.9000000000
거제도,22104,2024-05-22,,1016.3,88.0,17.1,18.2,2.2,4.2,34.7667000000,128.9000000000
거제도,22104,2024-05-23,,1010.2,91.0,18.2,18.4,0.9,4.1,34.7667000000,128.9000000000
거제도,22104,2024-05-24,,1012.6,87.0,17.9,18.2,2.8,7.2,34.7667000000,128.9000000000
거제도,22104,2024-05-25,,1016.9,79.0,17.5,18.3,2.8,8.5,34.7667000000,128.9000000000
거제도,22104,2024-05-26,,1008.8,91.0,19.0,18.5,4.9,4.6,34.7667000000,128.9000000000
거제도,22104,2024-05-27,,1002.7,82.0,19.0,18.5,2.9,5.1,34.7667000000,128.9000000000
거제도,22104,2024-05-28,,1005.0,73.0,18.2,18.5,3.9,8.7,34.7667000000,128.9000000000
거제도,22104,2024-05-29,,1013.4,81.0,18.0,19.0,1.9,3.0,34.7667000000,128.9000000000
거제도,22104,2024-05-30,,1011.7,88.0,18.4,19.1,1.1,2.1,34.7667000000,128.9000000000
거제도,22104,2024-05-31,,1009.5,83.0,18.5,18.8,1.0,5.4,34.7667000000,128.9000000000
거제도,22104,2024-06-01,,1009.7,84.0,19.2,19.2,1.2,3.5,34.7667000000,128.9000000000
거제도,22104,2024-06-02,,1010.5,81.0,18.7,19.7,1.1,4.1,34.7667000000,128.9000000000
거제도,22104,2024-06-03,,1011.9,78.0,18.4,19.9,1.8,6.0,34.7667000000,128.9000000000
거제도,22104,2024-06-04,,1016.3,74.0,18.4,19.9,2.0,7.3,34.7667000000,128.9000000000
거제도,22104,2024-06-05,,1019.1,80.0,18.9,20.2,1.5,5.4,34.7667000000,128.9000000000
거제도,22104,2024-06-06,,1017.5,87.0,19.5,20.3,1.2,2.7,34.7667000000,128.9000000000
거제도,22104,2024-06-07,,1014.9,85.0,20.2,20.6,0.6,1.9,34.7667000000,128.9000000000
거제도,22104,2024-06-08,,1010.8,92.0,19.2,20.3,1.1,3.3,34.7667000000,128.9000000000
거제도,22104,2024-06-09,,1008.0,96.0,19.8,20.2,1.8,3.1,34.7667000000,128.9000000000
거제도,22104,2024-06-10,,1008.6,95.0,19.5,20.2,1.0,4.4,34.7667000000,128.9000000000
거제도,22104,2024-06-11,,1007.8,91.0,20.0,20.2,1.1,6.2,34.7667000000,128.9000000000
거제도,22104,2024-06-12,,1005.6,91.0,20.3,20.2,0.6,5.1,34.7667000000,128.9000000000
거제도,22104,2024-06-13,,1004.7,92.0,21.4,21.5,1.1,2.2,34.7667000000,128.9000000000
거제도,22104,2024-06-14,,1006.2,88.0,22.1,22.6,1.1,2.4,34.7667000000,128.9000000000
거제도,22104,2024-06-15,,1003.5,90.0,22.7,22.7,1.2,3.5,34.7667000000,128.9000000000
거제도,22104,2024-06-16,,1006.0,92.0,22.2,22.4,1.1,3.6,34.7667000000,128.9000000000
거제도,22104,2024-06-17,,1008.1,89.0,21.7,22.2,1.2,3.0,34.7667000000,128.9000000000
거제도,22104,2024-06-18,,1006.1,81.0,22.1,22.4,1.0,3.6,34.7667000000,128.9000000000
거제도,22104,2024-06-19,,1009.2,92.0,22.3,22.8,1.1,3.9,34.7667000000,128.9000000000
거제도,22104,2024-06-20,,1006.0,95.0,21.4,22.5,2.1,3.8,34.7667000000,128.9000000000
거제도,22104,2024-06-21,,1004.1,89.0,22.5,22.8,1.9,3.3,34.7667000000,128.9000000000
거제도,22104,2024-06-22,,1000.5,98.0,22.1,22.0,3.8,6.1,34.7667000000,128.9000000000
거제도,22104,2024-06-23,,999.8,97.0,20.4,20.4,3.1,6.9,34.7667000000,128.9000000000
거제도,22104,2024-06-24,,1005.3,98.0,20.4,19.7,2.8,5.2,34.7667000000,128.9000000000
거제도,22104,2024-06-25,,1010.9,88.0,20.3,19.9,1.9,4.5,34.7667000000,128.9000000000
거제도,22104,2024-06-26,,1015.5,83.0,20.9,21.5,1.4,1.6,34.7667000000,128.9000000000
거제도,22104,2024-06-27,,1012.7,90.0,20.2,21.7,1.1,2.6,34.7667000000,128.9000000000
거제도,22104,2024-06-28,,1008.4,90.0,21.5,22.5,0.9,3.1,34.7667000000,128.9000000000
거제도,22104,2024-06-29,,1007.0,96.0,22.4,21.8,4.6,6.0,34.7667000000,128.9000000000
거제도,22104,2024-06-30,,1001.6,98.0,21.2,19.7,5.3,9.7,34.7667000000,128.9000000000
거제도,22104,2024-07-01,SW,1004.6,99.0,19.9,19.9,2.9,5.3,34.7667000000,128.9000000000
거제도,22104,2024-07-02,SW,1007.8,99.0,21.7,20.0,2.2,5.8,34.7667000000,128.9000000000
거제도,22104,2024-07-03,SW,1010.7,99.0,21.7,20.8,3.1,7.9,34.7667000000,128.9000000000
거제도,22104,2024-07-04,SW,1009.5,99.0,21.4,21.3,1.7,6.7,34.7667000000,128.9000000000
거제도,22104,2024-07-05,SW,1006.4,99.0,21.5,21.1,2.1,6.9,34.7667000000,128.9000000000
거제도,22104,2024-07-06,SW,1007.7,98.0,22.5,21.3,2.3,7.1,34.7667000000,128.9000000000
거제도,22104,2024-07-07,SW,1007.5,99.0,21.9,20.6,2.2,5.8,34.7667000000,128.9000000000
거제도,22104,2024-07-08,SW,1005.8,99.0,22.3,21.1,2.2,6.2,34.7667000000,128.9000000000
거제도,22104,2024-07-09,SSW,1006.6,99.0,21.7,20.6,2.2,4.9,34.7667000000,128.9000000000
거제도,22104,2024-07-10,SW,1001.9,99.0,21.2,19.4,3.6,8.0,34.7667000000,128.9000000000
거제도,22104,2024-07-11,SW,1002.8,98.0,20.5,20.7,2.1,1.5,34.7667000000,128.9000000000
거제도,22104,2024-07-12,SW,1003.2,98.0,21.3,21.7,1.3,3.3,34.7667000000,128.9000000000
거제도,22104,2024-07-13,SW,1007.2,96.0,22.0,21.9,1.5,1.8,34.7667000000,128.9000000000
거제도,22104,2024-07-14,SSW,1010.4,99.0,21.8,22.0,2.7,4.8,34.7667000000,128.9000000000
거제도,22104,2024-07-15,SSW,1012.6,98.0,21.8,21.3,2.2,5.5,34.7667000000,128.9000000000
거제도,22104,2024-07-16,SW,1013.1,99.0,22.0,21.7,1.8,2.7,34.7667000000,128.9000000000
거제도,22104,2024-07-17,SSW,1011.8,99.0,22.9,22.6,1.1,3.8,34.7667000000,128.9000000000
거제도,22104,2024-07-18,SW,1007.2,99.0,23.5,22.1,2.2,6.7,34.7667000000,128.9000000000
거제도,22104,2024-07-19,SW,1007.3,98.0,22.4,21.8,1.9,5.1,34.7667000000,128.9000000000
거제도,22104,2024-07-20,SW,1010.0,-,23.2,22.0,1.7,4.3,34.7667000000,128.9000000000
거제도,22104,2024-07-21,SW,1009.9,-,23.3,22.1,1.7,5.1,34.7667000000,128.9000000000
거제도,22104,2024-07-22,SW,1009.2,-,24.4,23.5,1.1,4.1,34.7667000000,128.9000000000
거제도,22104,2024-07-23,SSW,1007.3,-,24.2,23.1,1.4,3.5,34.7667000000,128.9000000000
거제도,22104,2024-07-24,SSW,1006.7,-,24.4,23.7,1.7,4.2,34.7667000000,128.9000000000
거제도,22104,2024-07-25,SSW,1008.1,-,25.7,25.4,2.6,1.8,34.7667000000,128.9000000000
거제도,22104,2024-07-26,SSW,1012.6,-,26.3,24.6,4.8,2.9,34.7667000000,128.9000000000
거제도,22104,2024-07-27,SW,1017.2,-,26.3,25.3,4.1,2.8,34.7667000000,128.9000000000
거제도,22104,2024-07-28,SW,1015.3,-,26.4,26.6,3.0,2.8,34.7667000000,128.9000000000
거제도,22104,2024-07-29,SW,1010.4,-,24.9,24.8,1.8,6.7,34.7667000000,128.9000000000
거제도,22104,2024-07-30,SW,1007.8,-,24.5,24.3,1.3,6.5,34.7667000000,128.9000000000
거제도,22104,2024-07-31,SW,1007.4,-,24.6,24.0,1.1,5.4,34.7667000000,128.9000000000
거제도,22104,2024-08-01,,1006.3,-,26.0,25.9,1.0,4.3,34.7667000000,128.9000000000
거제도,22104,2024-08-02,,1005.7,-,26.2,25.7,1.1,4.2,34.7667000000,128.9000000000
거제도,22104,2024-08-03,,1007.2,-,27.2,27.2,0.9,4.5,34.7667000000,128.9000000000
거제도,22104,2024-08-04,,1008.3,-,28.2,28.7,1.0,3.9,34.7667000000,128.9000000000
거제도,22104,2024-08-05,,1008.5,-,28.0,28.2,1.4,4.8,34.7667000000,128.9000000000
거제도,22104,2024-08-06,,1007.8,-,28.4,29.0,1.3,4.1,34.7667000000,128.9000000000
거제도,22104,2024-08-07,,1006.5,-,28.7,30.3,1.3,2.5,34.7667000000,128.9000000000
거제도,22104,2024-08-08,,1004.5,-,28.1,29.1,0.8,3.7,34.7667000000,128.9000000000
거제도,22104,2024-08-09,,1004.5,-,28.2,28.8,0.8,3.0,34.7667000000,128.9000000000
거제도,22104,2024-08-10,,1004.3,-,28.0,27.8,0.9,3.9,34.7667000000,128.9000000000
거제도,22104,2024-08-11,,1003.8,-,28.2,28.7,1.6,5.5,34.7667000000,128.9000000000
거제도,22104,2024-08-12,,1005.1,-,28.0,28.8,1.9,7.0,34.7667000000,128.9000000000
거제도,22104,2024-08-13,,1007.9,-,28.3,29.9,2.8,8.1,34.7667000000,128.9000000000
거제도,22104,2024-08-14,,1008.1,-,28.4,30.0,2.7,7.8,34.7667000000,128.9000000000
거제도,22104,2024-08-15,,1007.7,-,28.5,29.9,2.3,8.0,34.7667000000,128.9000000000
거제도,22104,2024-08-16,,1008.8,-,28.6,30.1,1.8,7.2,34.7667000000,128.9000000000
거제도,22104,2024-08-17,,1010.6,-,28.5,30.0,1.8,6.3,34.7667000000,128.9000000000
거제도,22104,2024-08-18,,1010.1,-,28.5,29.9,1.8,6.7,34.7667000000,128.9000000000
거제도,22104,2024-08-19,,1008.8,-,28.7,29.7,1.6,5.5,34.7667000000,128.9000000000
거제도,22104,2024-08-20,,1010.4,-,29.0,29.0,4.6,8.6,34.7667000000,128.9000000000
거제도,22104,2024-08-21,,1010.7,-,28.6,28.6,3.9,6.9,34.7667000000,128.9000000000
거제도,22104,2024-08-22,,1007.9,-,28.4,27.5,3.2,7.1,34.7667000000,128.9000000000
거제도,22104,2024-08-23,,1009.2,-,27.5,27.7,2.4,4.9,34.7667000000,128.9000000000
거제도,22104,2024-08-24,,1010.5,-,28.4,29.3,1.2,3.6,34.7667000000,128.9000000000
거제도,22104,2024-08-25,,1009.3,-,28.5,29.4,0.7,2.4,34.7667000000,128.9000000000
거제도,22104,2024-08-26,,1007.0,-,28.7,29.5,0.8,4.0,34.7667000000,128.9000000000
거제도,22104,2024-08-27,,1005.1,87.0,27.7,29.1,4.0,9.5,34.7667000000,128.9000000000
거제도,22104,2024-08-28,,1006.0,87.0,26.7,27.6,4.7,13.3,34.7667000000,128.9000000000
거제도,22104,2024-08-29,,1001.4,86.0,27.4,27.3,5.6,13.6,34.7667000000,128.9000000000
거제도,22104,2024-08-30,,1002.3,79.0,27.8,27.1,6.0,6.7,34.7667000000,128.9000000000
거제도,22104,2024-08-31,,1006.8,79.0,27.2,27.4,2.6,4.8,34.7667000000,128.9000000000
거제도,22104,2024-09-01,,1008.0,79.0,26.9,28.1,1.6,3.9,34.7667000000,128.9000000000
거제도,22104,2024-09-02,,1009.3,79.0,27.4,28.4,1.1,4.0,34.7667000000,128.9000000000
거제도,22104,2024-09-03,,1011.7,79.0,26.0,27.8,3.6,10.3,34.7667000000,128.9000000000
거제도,22104,2024-09-04,,1010.2,76.0,26.3,27.6,2.4,7.8,34.7667000000,128.9000000000
거제도,22104,2024-09-05,,1008.7,76.0,26.9,28.1,1.1,4.2,34.7667000000,128.9000000000
거제도,22104,2024-09-06,,1011.5,86.0,27.4,28.2,1.3,4.9,34.7667000000,128.9000000000
거제도,22104,2024-09-07,,1014.0,85.0,27.6,28.6,1.9,4.4,34.7667000000,128.9000000000
거제도,22104,2024-09-08,,1013.7,88.0,28.0,28.8,1.3,3.5,34.7667000000,128.9000000000
거제도,22104,2024-09-09,,1013.2,86.0,27.8,28.9,2.1,8.3,34.7667000000,128.9000000000
거제도,22104,2024-09-10,,1013.7,87.0,28.0,28.7,2.2,6.9,34.7667000000,128.9000000000
거제도,22104,2024-09-11,,1016.4,91.0,27.5,28.4,1.0,3.3,34.7667000000,128.9000000000
거제도,22104,2024-09-12,,1015.2,91.0,28.2,29.2,1.5,5.7,34.7667000000,128.9000000000
거제도,22104,2024-09-13,,1009.9,87.0,28.5,29.4,1.3,3.5,34.7667000000,128.9000000000
거제도,22104,2024-09-14,,1006.4,84.0,28.9,29.2,1.2,5.1,34.7667000000,128.9000000000
거제도,22104,2024-09-15,,1009.1,90.0,28.0,29.4,3.2,10.5,34.7667000000,128.9000000000
거제도,22104,2024-09-16,,1014.9,91.0,27.4,29.1,3.9,10.0,34.7667000000,128.9000000000
거제도,22104,2024-09-17,,1014.9,92.0,28.1,29.0,2.4,4.6,34.7667000000,128.9000000000
거제도,22104,2024-09-18,,1014.4,86.0,29.0,29.2,1.0,3.5,34.7667000000,128.9000000000
거제도,22104,2024-09-19,,1014.5,88.0,28.9,29.1,1.1,4.1,34.7667000000,128.9000000000
거제도,22104,2024-09-20,,1011.7,90.0,28.5,28.6,2.9,6.3,34.7667000000,128.9000000000
거제도,22104,2024-09-21,,1005.8,92.0,25.6,27.3,5.8,9.3,34.7667000000,128.9000000000
거제도,22104,2024-09-22,,1010.3,83.0,24.1,27.8,5.6,10.2,34.7667000000,128.9000000000
거제도,22104,2024-09-23,,1016.6,72.0,22.7,27.6,5.3,12.2,34.7667000000,128.9000000000
거제도,22104,2024-09-24,,1015.1,79.0,23.4,27.3,3.3,10.2,34.7667000000,128.9000000000
거제도,22104,2024-09-25,,1013.9,80.0,25.1,26.7,2.3,7.5,34.7667000000,128.9000000000
거제도,22104,2024-09-26,,1012.9,79.0,25.4,26.8,1.4,4.6,34.7667000000,128.9000000000
거제도,22104,2024-09-27,,1012.6,84.0,25.1,26.5,2.3,6.8,34.7667000000,128.9000000000
거제도,22104,2024-09-28,,1016.5,82.0,24.8,26.4,3.8,9.8,34.7667000000,128.9000000000
거제도,22104,2024-09-29,,1018.9,70.0,24.5,26.1,3.7,10.9,34.7667000000,128.9000000000
거제도,22104,2024-09-30,,1015.4,80.0,23.7,25.9,2.7,5.8,34.7667000000,128.9000000000
거제도,22104,2024-10-01,,1010.6,76.0,24.2,26.2,1.4,5.1,34.7667000000,128.9000000000
거제도,22104,2024-10-02,,1015.5,52.0,20.4,26.0,3.6,9.6,34.7667000000,128.9000000000
거제도,22104,2024-10-03,,1018.1,79.0,20.2,25.9,6.7,12.4,34.7667000000,128.9000000000
거제도,22104,2024-10-04,,1022.6,69.0,20.8,25.7,5.5,8.9,34.7667000000,128.9000000000
거제도,22104,2024-10-05,,1021.4,71.0,21.9,25.0,2.5,9.0,34.7667000000,128.9000000000
거제도,22104,2024-10-06,,1018.8,80.0,21.2,24.3,2.9,6.9,34.7667000000,128.9000000000
거제도,22104,2024-10-07,,1016.4,80.0,19.1,24.3,1.5,5.8,34.7667000000,128.9000000000
거제도,22104,2024-10-08,,1015.3,75.0,21.1,24.9,3.0,7.2,34.7667000000,128.9000000000
거제도,22104,2024-10-09,,1015.4,72.0,20.9,24.4,3.6,10.3,34.7667000000,128.9000000000
거제도,22104,2024-10-10,,1014.6,68.0,21.0,24.2,2.5,5.9,34.7667000000,128.9000000000
거제도,22104,2024-10-11,,1017.9,69.0,21.6,24.3,1.3,3.7,34.7667000000,128.9000000000
거제도,22104,2024-10-12,,1022.3,68.0,21.9,24.5,1.1,4.1,34.7667000000,128.9000000000
거제도,22104,2024-10-13,,1022.4,72.0,22.6,24.7,2.6,8.3,34.7667000000,128.9000000000
거제도,22104,2024-10-14,,1019.0,78.0,23.0,24.3,2.4,4.2,34.7667000000,128.9000000000
거제도,22104,2024-10-15,,1017.2,92.0,23.0,24.0,3.3,6.2,34.7667000000,128.9000000000
거제도,22104,2024-10-16,,1020.9,77.0,23.1,25.6,2.4,8.2,34.7667000000,128.9000000000
거제도,22104,2024-10-17,,1021.2,77.0,22.9,24.7,3.1,9.1,34.7667000000,128.9000000000
거제도,22104,2024-10-18,,1014.9,89.0,24.0,24.2,2.7,7.8,34.7667000000,128.9000000000
거제도,22104,2024-10-19,,1016.4,87.0,21.3,24.0,8.0,11.6,34.7667000000,128.9000000000
거제도,22104,2024-10-20,,1027.4,66.0,18.3,23.9,7.9,14.6,34.7667000000,128.9000000000
거제도,22104,2024-10-21,,1022.6,77.0,21.0,23.4,4.8,7.2,34.7667000000,128.9000000000
거제도,22104,2024-10-22,,1014.1,93.0,21.6,23.9,2.9,7.4,34.7667000000,128.9000000000
거제도,22104,2024-10-23,,1015.1,64.0,19.3,23.9,3.1,7.0,34.7667000000,128.9000000000
거제도,22104,2024-10-24,,1020.1,66.0,18.0,24.0,2.5,6.9,34.7667000000,128.9000000000
거제도,22104,2024-10-25,,1023.1,74.0,20.8,23.6,3.3,10.5,34.7667000000,128.9000000000
거제도,22104,2024-10-26,,1020.2,71.0,20.9,23.1,3.3,9.3,34.7667000000,128.9000000000
거제도,22104,2024-10-27,,1014.2,76.0,18.5,22.5,1.9,4.5,34.7667000000,128.9000000000
거제도,22104,2024-10-28,,1013.7,73.0,18.7,21.9,5.1,8.7,34.7667000000,128.9000000000
거제도,22104,2024-10-29,,1017.2,72.0,19.3,22.3,4.4,10.4,34.7667000000,128.9000000000
거제도,22104,2024-10-30,,1021.3,69.0,19.1,22.4,2.3,6.8,34.7667000000,128.9000000000
거제도,22104,2024-10-31,,1022.0,68.0,20.4,22.1,2.3,7.8,34.7667000000,128.9000000000
거제도,22104,2024-11-01,,1018.3,86.0,17.7,22.4,2.9,8.7,34.7667000000,128.9000000000
거제도,22104,2024-11-02,,1015.1,80.0,20.0,23.6,5.8,10.9,34.7667000000,128.9000000000
거제도,22104,2024-11-03,,1022.0,67.0,19.4,21.9,4.1,6.7,34.7667000000,128.9000000000
거제도,22104,2024-11-04,,1019.8,73.0,19.3,21.9,1.7,4.6,34.7667000000,128.9000000000
거제도,22104,2024-11-05,,1018.4,61.0,16.7,22.0,2.6,7.4,34.7667000000,128.9000000000
거제도,22104,2024-11-06,,1023.8,44.0,13.8,21.4,3.3,9.4,34.7667000000,128.9000000000
거제도,22104,2024-11-07,,1028.3,62.0,15.9,21.7,2.4,6.5,34.7667000000,128.9000000000
거제도,22104,2024-11-08,,1027.3,62.0,17.8,22.8,2.4,6.2,34.7667000000,128.9000000000
거제도,22104,2024-11-09,,1024.9,67.0,18.6,21.7,2.6,7.7,34.7667000000,128.9000000000
거제도,22104,2024-11-10,,1021.3,71.0,18.6,20.5,2.1,5.6,34.7667000000,128.9000000000
거제도,22104,2024-11-11,,1019.2,73.0,17.9,21.1,1.8,6.3,34.7667000000,128.9000000000
거제도,22104,2024-11-12,,1018.4,67.0,18.5,20.6,1.2,4.5,34.7667000000,128.9000000000
거제도,22104,2024-11-13,,1021.8,63.0,18.4,20.6,3.3,8.2,34.7667000000,128.9000000000
거제도,22104,2024-11-14,,1020.4,66.0,18.7,21.8,3.3,6.3,34.7667000000,128.9000000000
거제도,22104,2024-11-15,,1018.4,76.0,19.2,21.7,2.3,6.2,34.7667000000,128.9000000000
거제도,22104,2024-11-16,,1016.2,76.0,19.7,20.6,2.0,5.4,34.7667000000,128.9000000000
거제도,22104,2024-11-17,,1018.1,58.0,17.1,20.8,2.4,8.2,34.7667000000,128.9000000000
거제도,22104,2024-11-18,,1027.9,52.0,10.6,20.4,3.8,10.2,34.7667000000,128.9000000000
거제도,22104,2024-11-19,,1028.5,66.0,13.0,20.5,3.4,7.4,34.7667000000,128.9000000000
거제도,22104,2024-11-20,,1022.6,59.0,13.9,20.5,1.7,5.8,34.7667000000,128.9000000000
거제도,22104,2024-11-21,,1020.3,60.0,14.1,20.8,1.2,6.2,34.7667000000,128.9000000000
거제도,22104,2024-11-22,,1021.1,50.0,13.7,19.5,1.8,6.2,34.7667000000,128.9000000000
거제도,22104,2024-11-23,,1025.5,70.0,12.7,21.7,3.9,9.3,34.7667000000,128.9000000000
거제도,22104,2024-11-24,,1028.5,67.0,14.0,21.6,3.2,6.5,34.7667000000,128.9000000000
거제도,22104,2024-11-25,,1025.3,60.0,15.6,20.7,2.2,6.6,34.7667000000,128.9000000000
거제도,22104,2024-11-26,,1012.7,66.0,13.4,19.6,5.2,11.1,34.7667000000,128.9000000000
거제도,22104,2024-11-27,,1013.5,60.0,8.9,19.4,3.6,10.8,34.7667000000,128.9000000000
거제도,22104,2024-11-28,,1012.3,60.0,9.3,18.8,3.0,10.6,34.7667000000,128.9000000000
거제도,22104,2024-11-29,,1012.4,61.0,8.8,18.2,2.2,7.6,34.7667000000,128.9000000000
거제도,22104,2024-11-30,,1016.0,54.0,10.6,17.8,1.8,6.5,34.7667000000,128.9000000000
거제도,22104,2024-12-01,,1017.0,57.0,13.4,17.8,0.9,3.6,34.7667000000,128.9000000000
거제도,22104,2024-12-02,,1016.7,70.0,15.4,17.6,1.6,5.7,34.7667000000,128.9000000000
거제도,22104,2024-12-03,,1020.0,47.0,11.3,18.4,1.6,6.5,34.7667000000,128.9000000000
거제도,22104,2024-12-04,,1020.7,55.0,8.9,17.4,2.2,6.0,34.7667000000,128.9000000000
거제도,22104,2024-12-05,,1017.3,52.0,10.2,18.3,1.8,7.1,34.7667000000,128.9000000000
거제도,22104,2024-12-06,,1019.3,55.0,9.9,19.0,1.7,7.1,34.7667000000,128.9000000000
거제도,22104,2024-12-07,,1022.7,53.0,7.6,19.1,1.6,6.9,34.7667000000,128.9000000000
거제도,22104,2024-12-08,,1023.7,49.0,6.4,17.7,1.8,8.1,34.7667000000,128.9000000000
거제도,22104,2024-12-09,,1023.6,53.0,6.9,16.3,2.0,5.7,34.7667000000,128.9000000000
거제도,22104,2024-12-10,,1022.1,53.0,8.6,17.3,1.4,5.2,34.7667000000,128.9000000000
거제도,22104,2024-12-11,,1020.3,54.0,9.5,16.8,1.7,5.4,34.7667000000,128.9000000000
거제도,22104,2024-12-12,,1021.7,46.0,8.9,17.2,3.5,7.4,34.7667000000,128.9000000000
거제도,22104,2024-12-13,,1019.8,45.0,7.5,17.1,2.1,7.6,34.7667000000,128.9000000000
거제도,22104,2024-12-14,,1023.2,50.0,5.6,16.6,2.3,8.8,34.7667000000,128.9000000000
거제도,22104,2024-12-15,,1020.9,59.0,7.2,18.2,2.0,7.0,34.7667000000,128.9000000000
거제도,22104,2024-12-16,,1021.8,53.0,7.3,18.1,2.0,6.1,34.7667000000,128.9000000000
거제도,22104,2024-12-17,,1023.6,50.0,7.7,17.5,1.5,6.1,34.7667000000,128.9000000000
거제도,22104,2024-12-18,,1023.1,55.0,4.9,16.6,2.0,7.5,34.7667000000,128.9000000000
거제도,22104,2024-12-19,,1027.0,53.0,6.2,16.0,3.5,6.4,34.7667000000,128.9000000000
거제도,22104,2024-12-20,,1022.3,54.0,9.1,16.1,1.9,5.3,34.7667000000,128.9000000000
거제도,22104,2024-12-21,,1017.5,58.0,7.1,16.7,2.2,9.1,34.7667000000,128.9000000000
거제도,22104,2024-12-22,,1023.5,52.0,3.9,16.3,2.8,9.7,34.7667000000,128.9000000000
거제도,22104,2024-12-23,,1025.2,52.0,6.4,16.0,2.0,7.9,34.7667000000,128.9000000000
거제도,22104,2024-12-24,,1026.8,46.0,7.2,15.8,1.8,4.8,34.7667000000,128.9000000000
거제도,22104,2024-12-25,,1024.9,61.0,8.5,15.8,1.7,5.3,34.7667000000,128.9000000000
거제도,22104,2024-12-26,,1022.2,52.0,8.2,16.4,1.6,6.6,34.7667000000,128.9000000000
거제도,22104,2024-12-27,,1024.1,56.0,4.5,15.8,1.9,7.6,34.7667000000,128.9000000000
거제도,22104,2024-12-28,,1022.4,55.0,4.1,15.7,2.6,8.9,34.7667000000,128.9000000000
거제도,22104,2024-12-29,,1025.6,56.0,6.6,15.9,1.7,5.3,34.7667000000,128.9000000000
거제도,22104,2024-12-30,,1020.4,63.0,10.5,15.7,1.6,7.4,34.7667000000,128.9000000000
거제도,22104,2024-12-31,,1018.4,43.0,8.5,15.1,1.7,6.5,34.7667000000,128.9000000000
거제도,22104,2025-01-01,,1022.4,49.0,6.9,15.2,1.6,5.6,34.7667000000,128.9000000000
거제도,22104,2025-01-02,,1022.8,49.0,8.2,14.9,1.1,5.1,34.7667000000,128.9000000000
거제도,22104,2025-01-03,,1025.0,43.0,4.8,14.7,1.9,7.6,34.7667000000,128.9000000000
거제도,22104,2025-01-04,,1026.3,52.0,5.2,14.6,1.3,4.7,34.7667000000,128.9000000000
거제도,22104,2025-01-05,,1021.9,63.0,8.2,14.5,1.1,4.6,34.7667000000,128.9000000000
거제도,22104,2025-01-06,,1015.4,59.0,8.3,15.5,2.6,7.8,34.7667000000,128.9000000000
거제도,22104,2025-01-07,,1018.4,56.0,3.6,15.6,2.3,8.6,34.7667000000,128.9000000000
거제도,22104,2025-01-08,,1019.4,58.0,5.5,15.0,2.5,7.9,34.7667000000,128.9000000000
거제도,22104,2025-01-09,,1022.8,55.0,0.8,14.9,2.7,8.5,34.7667000000,128.9000000000
거제도,22104,2025-01-10,,1029.7,58.0,0.9,15.6,3.6,8.7,34.7667000000,128.9000000000
거제도,22104,2025-01-11,,1027.8,58.0,1.8,15.4,3.3,5.6,34.7667000000,128.9000000000
거제도,22104,2025-01-12,,1023.2,53.0,3.1,14.5,2.4,7.6,34.7667000000,128.9000000000
거제도,22104,2025-01-13,,1026.0,55.0,4.9,14.6,1.7,5.5,34.7667000000,128.9000000000
거제도,22104,2025-01-14,,1024.2,57.0,9.0,14.3,1.5,7.1,34.7667000000,128.9000000000
거제도,22104,2025-01-15,,1025.9,47.0,3.7,14.1,1.5,7.2,34.7667000000,128.9000000000
거제도,22104,2025-01-16,,1024.6,53.0,3.8,13.2,1.8,6.7,34.7667000000,128.9000000000
거제도,22104,2025-01-17,,1025.8,53.0,5.8,14.4,1.4,4.0,34.7667000000,128.9000000000
거제도,22104,2025-01-18,,1023.5,55.0,8.0,13.8,1.4,3.9,34.7667000000,128.9000000000
거제도,22104,2025-01-19,,1017.0,59.0,9.1,14.0,1.0,5.0,34.7667000000,128.9000000000
거제도,22104,2025-01-20,,1016.0,59.0,8.1,14.6,1.1,4.3,34.7667000000,128.9000000000
거제도,22104,2025-01-21,,1020.9,58.0,8.5,14.4,1.2,5.3,34.7667000000,128.9000000000
거제도,22104,2025-01-22,,1023.6,54.0,9.5,14.2,0.8,4.9,34.7667000000,128.9000000000
거제도,22104,2025-01-23,,1023.3,56.0,10.4,15.1,0.8,3.7,34.7667000000,128.9000000000
거제도,22104,2025-01-24,,1024.1,65.0,10.2,15.5,2.3,7.4,34.7667000000,128.9000000000
거제도,22104,2025-01-25,,1026.2,70.0,8.6,15.4,5.7,11.5,34.7667000000,128.9000000000
거제도,22104,2025-01-26,,1023.7,68.0,8.2,15.1,3.6,9.7,34.7667000000,128.9000000000
거제도,22104,2025-01-27,,1015.4,69.0,5.5,14.8,2.8,8.3,34.7667000000,128.9000000000
거제도,22104,2025-01-28,,1017.2,61.0,3.2,14.3,2.9,10.8,34.7667000000,128.9000000000
거제도,22104,2025-01-29,,1023.1,54.0,2.8,14.2,2.6,8.3,34.7667000000,128.9000000000
거제도,22104,2025-01-30,,1027.6,53.0,4.2,13.9,1.9,4.0,34.7667000000,128.9000000000
거제도,22104,2025-01-31,,1026.6,56.0,7.8,13.8,1.6,2.5,34.7667000000,128.9000000000
