ctprvnNm,gugunNm,beachKoreanNm,ctprvnCode,gugunCode,stnpntCode,examinOdr,examinLcSeCode,coliDetectCn,entrcccsDetectCn,examinYear,examinDe,examinKnd,examinKndKor,stbltAt,examinLcDetail,la,lo,tempbtn,examinReExamCnt
부산,해운대구,송정,04,05,001,7,C,160,10,2016,2016-08-17,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,7,D,20,1미만,2016,2016-08-17,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,7,E,10,1미만,2016,2016-08-17,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,해운대,04,05,002,7,A,1미만,1미만,2016,2016-08-17,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,7,B,10,1미만,2016,2016-08-17,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,7,C,31,10,2016,2016-08-17,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,7,D,10,5,2016,2016-08-17,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,7,E,41,5,2016,2016-08-17,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,송정,04,05,001,6,A,31,10,2016,2016-08-09,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,6,B,1미만,16,2016,2016-08-09,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,6,C,31,1미만,2016,2016-08-09,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,6,D,10,1미만,2016,2016-08-09,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,6,E,10,1미만,2016,2016-08-09,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,해운대,04,05,002,6,A,31,5,2016,2016-08-09,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,6,B,85,1미만,2016,2016-08-09,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,6,C,98,10,2016,2016-08-09,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,6,D,86,21,2016,2016-08-09,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,6,E,180,5,2016,2016-08-09,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,송정,04,05,001,5,A,120,<1,2016,2016-07-26,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,5,B,86,5,2016,2016-07-26,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,5,C,97,10,2016,2016-07-26,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,5,D,97,15,2016,2016-07-26,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,5,E,20,<1,2016,2016-07-26,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,해운대,04,05,002,5,A,31,<1,2016,2016-07-26,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,5,B,20,5,2016,2016-07-26,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,5,C,20,5,2016,2016-07-26,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,5,D,41,<1,2016,2016-07-26,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,해운대,04,05,002,5,E,20,<1,2016,2016-07-26,2,개장중,적합,,35.1587500000,129.1616290000,상세보기,0
부산,해운대구,송정,04,05,001,4,A,320,66,2016,2016-07-19,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,4,B,170,76,2016,2016-07-19,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
부산,해운대구,송정,04,05,001,4,C,120,38,2016,2016-07-19,2,개장중,적합,,35.1787000000,129.1995420000,상세보기,0
